Counts_SAQuant_Day_0_1_1	Counts_SAQuant_Day_0_2_1	Counts_SAQuant_Day_0_3_1	Counts_SAQuant_Day_7_1_1	Counts_SAQuant_Day_7_2_1	Counts_SAQuant_Day_7_3_1
SLC25A44	3747	3249	3181	2744	2733	2977
SLC25A45	302	255	231	290	316	294
SLC25A46	3095	2695	2613	2669	2726	2734
SLC25A47	1	0	1	1	2	0
SLC25A48	0	0	0	0	0	0
SLC25A5	24920	20743	20467	13993	13500	14692
SLC25A51	923	815	768	750	784	837
SLC25A51P1	6	10	4	2	3	3
SLC25A52	2	0	2	3	0	1
SLC25A53	99	89	82	89	86	82
SLC25A6	29540	25574	23844	26033	27183	28692
SLC26A1	337	307	269	418	464	467
SLC26A10	13	22	13	18	24	14
SLC26A11	1139	1030	918	1264	1330	1302
SLC26A2	704	574	571	1119	1002	1135
SLC26A3	1	2	0	0	1	0
SLC26A4	19	17	12	18	21	24
SLC26A5	1	5	8	16	7	11
SLC26A6	2311	2060	1816	2203	2196	2185
SLC26A7	281	280	241	445	496	463
SLC26A8	20	22	11	6	6	11
SLC26A9	191	163	144	13	10	10
SLC27A1	402	362	295	683	685	690
SLC27A2	1029	865	808	223	207	262
SLC27A3	652	600	538	380	419	406
SLC27A4	3960	3410	3319	1730	1674	1811
SLC27A5	559	555	504	352	333	343
SLC27A6	5	4	5	0	0	2
SLC28A1	97	70	82	56	84	89
SLC28A2	60	39	37	24	16	39
SLC28A3	4	4	5	4	8	4
SLC29A1	1918	1672	1548	2456	2507	2503
SLC29A2	3027	2772	2529	1492	1515	1473
SLC29A3	421	374	418	170	177	224
SLC29A4	253	257	228	1083	1102	1132
SLC2A1	14327	12987	12178	7556	7522	8191
SLC2A10	288	261	242	341	404	400
SLC2A11	842	728	693	1182	1276	1324
SLC2A12	1925	1606	1484	1055	1107	1216
SLC2A13	494	407	448	549	613	662
SLC2A14	8	20	17	7	7	11
SLC2A2	1	1	6	7	6	9
SLC2A3	286	295	248	1060	1005	1166
SLC2A4	144	131	130	132	91	108
SLC2A4RG	5206	4806	4279	3007	3279	3269
SLC2A5	38	28	25	216	205	256
SLC2A6	579	507	474	422	394	413
SLC2A7	1	0	0	0	1	0
SLC2A8	1486	1253	1157	1138	1226	1159
SLC2A9	18	26	22	28	42	35
SLC30A1	1253	1068	1030	1292	1297	1317
SLC30A10	0	0	0	0	0	0
SLC30A2	1	1	0	1	0	0
SLC30A3	28	14	24	38	43	45
SLC30A4	358	319	282	436	440	462
SLC30A5	3498	3013	3009	2376	2347	2514
SLC30A6	3137	2588	2560	2313	2459	2499
SLC30A7	2773	2470	2416	2042	1982	1952
SLC30A8	10	11	8	29	43	35
SLC30A9	13169	11699	11088	8746	8695	9239
SLC31A1	5747	4757	4712	4232	4160	4433
SLC31A2	466	407	413	566	561	567
SLC32A1	0	0	0	0	0	0
SLC33A1	1523	1305	1218	1374	1375	1429
SLC34A1	15	18	11	2	5	0
SLC34A2	39	39	39	25	25	23
SLC34A3	553	476	403	125	130	131
SLC35A1	2644	2189	2006	1272	1194	1269
SLC35A2	3284	2947	2698	1823	1798	1963
SLC35A3	1892	1733	1591	1284	1335	1433
SLC35A4	4537	3975	3816	4640	4545	4841
SLC35A5	1443	1302	1230	1798	1687	1809
SLC35B1	2326	2001	1888	1593	1574	1744
SLC35B2	4101	3646	3378	3479	3691	3916
SLC35B3	1453	1210	1224	987	948	1095
SLC35B4	1686	1438	1386	1818	1726	1850
SLC35C1	731	585	638	402	403	424
SLC35C2	2672	2509	2255	2384	2520	2647
SLC35D1	1154	1018	968	1508	1502	1741
SLC35D2	2014	1654	1782	1758	1836	1966
SLC35D3	3	1	3	1	3	2
SLC35E1	2496	2179	2024	2158	2216	2404
SLC35E2	2648	2381	2223	3303	3365	3668
SLC35E2B	1732	1487	1308	2263	2331	2398
SLC35E3	564	511	497	451	419	417
SLC35E4	129	102	106	143	153	137
SLC35F1	21	17	25	20	25	18
SLC35F2	5917	5178	4594	2928	2979	3225
SLC35F3	246	206	184	29	28	23
SLC35F4	16	8	7	3	7	7
SLC35F5	4555	4128	3740	3271	3573	3592
SLC35F6	1855	1603	1595	1438	1384	1518
SLC35G1	0	0	0	0	0	0
SLC35G2	137	117	127	69	69	71
SLC35G3	0	1	1	1	3	5
SLC35G4	0	0	0	0	0	0
SLC35G5	1	1	3	1	1	1
SLC35G6	4	2	3	2	4	7
SLC36A1	974	850	848	882	964	995
SLC36A2	54	28	44	42	37	45
SLC36A3	4	5	2	3	5	4
SLC36A4	2634	2304	2234	1955	1974	1822
SLC37A1	1628	1435	1340	445	425	464
SLC37A2	882	793	690	346	395	358
SLC37A3	2651	2198	2078	2500	2567	2693
SLC37A4	4836	4102	4010	1874	1904	1845
SLC38A1	19469	16757	16615	9466	9426	9972
SLC38A10	6202	5534	5101	5751	6056	6297
SLC38A11	2	0	0	0	2	1
SLC38A2	17637	15010	14601	17940	17685	18915
SLC38A3	1	1	2	0	1	0
SLC38A4	18	28	29	896	933	964
SLC38A5	35	33	33	11	10	11
SLC38A6	415	353	365	416	471	477
SLC38A7	1142	1038	982	1325	1384	1423
SLC38A8	2	1	0	0	1	0
SLC38A9	748	664	667	560	642	632
SLC39A1	12194	11137	10270	7707	7705	8275
SLC39A10	7681	6844	6313	6019	6186	6550
SLC39A11	7213	6233	5946	1123	1150	1161
SLC39A12	0	0	0	0	0	0
SLC39A13	770	678	639	1254	1377	1295
SLC39A14	5461	4830	4664	4227	4136	4562
SLC39A2	6	3	3	2	5	2
SLC39A3	745	635	594	492	516	555
SLC39A4	8993	8428	7511	2274	2405	2422
SLC39A5	6	3	4	5	3	2
SLC39A6	4704	4091	3933	2990	3072	3237
SLC39A7	7111	6304	5784	5716	5946	6138
SLC39A8	2425	2064	2184	1837	1783	1991
SLC39A9	7121	6059	5807	5842	5945	6391
SLC3A1	11	12	2	8	8	17
SLC3A2	32560	28272	26685	17390	17624	18258
SLC40A1	1093	925	903	1059	1107	1150
SLC41A1	1828	1590	1543	1480	1497	1572
SLC41A2	982	785	775	515	516	562
SLC41A3	2032	1836	1683	1909	2034	2131
SLC43A1	35	24	25	175	143	134
SLC43A2	432	370	389	483	467	512
SLC43A3	3	4	2	0	8	2
SLC44A1	11178	9577	9592	5886	5603	6142
SLC44A2	6113	5487	5028	5037	5090	5426
SLC44A3	245	237	215	73	61	70
SLC44A4	433	420	312	26	26	41
SLC44A5	208	152	177	1390	1491	1543
SLC45A1	73	71	49	125	108	140
SLC45A2	60	56	43	53	67	55
SLC45A3	1157	1025	984	189	185	219
SLC45A4	1385	1258	1265	905	929	1036
SLC46A1	2798	2463	2276	1740	1741	1888
SLC46A2	73	55	69	62	58	65
SLC46A3	1	0	1	1	1	0
SLC47A1	162	130	174	366	397	443
SLC47A2	192	124	136	120	110	113
SLC48A1	1127	933	983	951	958	1062
SLC4A1	20	23	22	21	24	33
SLC4A10	3	6	5	14	14	18
SLC4A11	63	86	53	31	39	34
SLC4A1AP	3742	3336	3106	2452	2485	2604
SLC4A2	11176	10045	9316	10336	10521	10820
SLC4A3	233	221	166	148	158	148
SLC4A4	548	459	409	3354	3446	3496
SLC4A5	887	757	694	773	875	873
SLC4A7	6291	5644	5376	4739	5164	5123
SLC4A8	851	734	745	1005	1018	1033
SLC4A9	2	6	8	7	2	7
SLC50A1	4140	3361	3278	2095	2292	2426
SLC51A	10	12	10	12	15	14
SLC51B	4	7	5	5	11	5
SLC52A1	143	116	117	89	89	111
SLC52A2	4291	3892	3445	2302	2485	2539
SLC52A3	572	482	451	98	105	99
SLC5A1	20	20	24	21	14	24
SLC5A10	521	416	428	353	343	375
SLC5A11	16	10	13	9	15	18
SLC5A12	17	15	12	50	67	52
SLC5A2	22	14	9	9	8	14
SLC5A3	2950	2611	2678	5879	5833	6229
SLC5A4	402	310	308	358	365	362
SLC5A5	47	50	47	43	42	35
SLC5A6	2795	2638	2394	2162	2199	2266
SLC5A7	0	0	0	0	0	0
SLC5A8	0	0	0	0	0	0
SLC5A9	1	0	0	0	0	0
SLC6A1	0	0	0	0	0	0
SLC6A10P	6	5	6	16	19	18
SLC6A11	30	37	30	36	33	37
SLC6A12	0	0	1	3	0	1
SLC6A13	3	5	4	11	6	19
SLC6A14	145	121	128	110	135	106
SLC6A15	1	0	0	0	0	0
SLC6A16	95	75	91	253	277	302
SLC6A17	28	40	35	28	31	25
SLC6A18	5	0	0	0	0	0
SLC6A19	1	2	3	0	3	2
SLC6A2	11	4	13	2	0	3
SLC6A20	543	484	480	525	523	564
SLC6A3	2	0	1	2	1	0
SLC6A4	96	70	86	108	93	106
SLC6A5	0	0	0	0	0	0
SLC6A6	16049	14138	13357	10882	11140	11569
SLC6A7	0	0	0	0	0	0
SLC6A8	172	146	135	434	492	469
SLC6A9	748	692	638	250	245	271
SLC7A1	10158	8503	8459	5969	5782	6278
SLC7A10	1	0	0	9	12	8
SLC7A11	7971	6776	6619	2836	3001	3093
SLC7A13	0	0	0	0	0	0
SLC7A14	159	165	157	147	171	158
SLC7A2	19	13	11	16	15	18
SLC7A3	0	0	0	0	0	0
SLC7A4	0	0	2	2	2	0
SLC7A5	72829	62894	61235	35316	34719	37879
SLC7A5P2	293	243	199	178	198	188
SLC7A6	4913	4160	4148	4217	4194	4616
SLC7A6OS	1570	1338	1311	1194	1164	1234
SLC7A7	48	44	30	22	28	29
SLC7A8	0	0	0	1	0	0
SLC7A9	0	0	1	1	4	3
SLC8A1	479	427	430	691	747	730
SLC8A2	71	64	44	33	25	36
SLC8A3	0	0	1	0	1	0
SLC8B1	998	820	774	639	602	626
SLC9A1	3008	2558	2359	1152	1182	1217
SLC9A2	3	2	1	2	2	2
SLC9A3	950	822	790	943	1098	1020
SLC9A3R1	2696	2278	2205	733	789	812
SLC9A3R2	8516	7508	6677	4482	4743	4849
SLC9A4	92	89	92	104	91	110
SLC9A5	433	395	324	375	424	420
SLC9A6	1418	1294	1247	1354	1331	1437
SLC9A7	6263	5189	5142	3602	3728	3968
SLC9A7P1	23	8	19	16	23	14
SLC9A8	1908	1647	1522	1780	1958	2008
SLC9A9	86	70	62	202	233	226
SLC9B1	92	66	84	140	122	131
SLC9B2	389	348	367	637	570	676
SLC9C1	28	23	37	17	15	10
SLC9C2	7	5	6	16	14	16
SLCO1A2	48	47	40	44	46	51
SLCO1B1	0	1	0	0	0	0
SLCO1B3	0	2	0	0	2	0
SLCO1B7	0	0	0	0	0	0
SLCO1C1	0	0	0	0	0	1
SLCO2A1	541	527	500	746	808	822
SLCO2B1	1	1	0	361	353	423
SLCO3A1	1342	1159	1032	585	606	626
SLCO4A1	2750	2611	2286	757	776	794
SLCO4C1	218	185	173	90	91	90
SLCO5A1	128	157	135	117	103	106
SLCO6A1	0	0	0	2	2	3
SLED1	2	6	6	2	0	0
SLF1	1104	941	1005	702	679	723
SLF2	2507	2144	2105	2188	2235	2365
SLFN11	36	33	12	29	32	37
SLFN12	750	681	621	786	775	839
SLFN12L	170	152	154	233	209	221
SLFN13	8690	7473	7209	3163	3133	3355
SLFN14	5	3	2	8	5	9
SLFN5	10240	8328	8184	8209	8545	9102
SLFNL1	27	26	19	15	13	26
SLIRP	3967	3359	3238	2072	2019	2250
SLIT1	28	17	17	28	27	29
SLIT2	3730	3184	3218	5287	5307	5698
SLIT3	13	18	11	13	10	7
SLITRK1	0	0	0	1	0	0
SLITRK2	8	12	7	64	64	63
SLITRK3	20	11	10	29	25	33
SLITRK4	181	181	172	169	172	187
SLITRK5	716	623	582	1672	1706	1720
SLITRK6	2995	2559	2249	2087	2114	2267
SLK	7281	6422	5968	3818	3825	4129
SLMAP	4811	4216	4069	2301	2284	2321
SLN	4	3	5	17	14	14
SLPI	47	38	33	12	12	8
SLTM	10453	8999	8776	6786	7034	7287
SLU7	3276	2689	2663	3180	3234	3463
SLURP1	5	1	2	1	1	0
SLX1A	866	787	679	347	351	377
SLX1B	866	787	679	347	351	377
SLX4	1510	1299	1233	1006	1064	1106
SLX4IP	1583	1383	1344	782	808	912
SMA4	1279	1113	1131	1317	1294	1449
SMA5	419	385	335	391	399	431
SMAD1	954	805	790	1162	1246	1268
SMAD2	2856	2459	2392	2452	2456	2572
SMAD3	15316	13238	12516	13800	14267	15361
SMAD4	3130	2609	2546	2711	2730	2896
SMAD5	5574	4820	4630	4641	4917	4896
SMAD6	638	581	547	1581	1746	1739
SMAD7	1296	1116	1064	1618	1696	1779
SMAD9	186	137	125	1641	1719	1757
SMAGP	804	709	677	179	173	171
SMAP1	1859	1571	1513	1181	1075	1281
SMAP2	1796	1512	1566	1567	1609	1677
SMARCA1	2847	2349	2339	3506	3723	3784
SMARCA2	4630	4046	3886	3719	3890	3950
SMARCA4	10649	9333	8845	6064	6536	6796
SMARCA5	14984	12667	12591	11350	11552	12307
SMARCAD1	6671	5660	5514	6054	5871	6265
SMARCAL1	1519	1283	1245	1220	1295	1325
SMARCB1	5361	4770	4512	4007	4134	4331
SMARCC1	15250	13010	12704	10885	10840	11723
SMARCC2	8966	7841	7454	7109	7489	7788
SMARCD1	4565	4105	3816	4143	4266	4393
SMARCD2	10206	9302	8632	6844	7057	7230
SMARCD3	172	180	137	533	576	579
SMARCE1	6802	6248	5925	5902	5966	6302
SMC1A	17585	15709	14974	11397	11831	12238
SMC1B	1744	1560	1498	951	874	898
SMC2	10473	9039	8921	5900	6058	6263
SMC3	8275	6955	6864	5160	4971	5363
SMC4	15884	13367	13472	8773	8404	9284
SMC5	12534	10791	10386	6758	7099	6990
SMC6	3423	2967	2826	2018	1954	2176
SMCHD1	8674	7323	7353	5982	5731	6215
SMCO1	12	8	5	15	21	22
SMCO2	1	1	1	1	2	0
SMCO3	11	6	7	7	7	6
SMCO4	851	759	700	320	308	356
SMCP	0	0	0	0	0	0
SMCR2	13	5	6	13	28	20
SMCR5	25	44	29	62	71	80
SMCR8	3948	3525	3174	3433	3390	3649
SMDT1	1903	1663	1546	1649	1657	1796
SMG1	21052	17778	17676	13844	14140	15382
SMG1P1	1120	1197	1168	1037	1224	1074
SMG1P2	743	736	695	502	446	483
SMG1P3	3240	2491	2554	2515	2104	2664
SMG1P5	875	624	595	514	496	537
SMG1P6	280	262	296	221	208	246
SMG1P7	307	271	224	183	217	214
SMG5	16717	14325	13310	13570	13708	14478
SMG6	1680	1384	1306	1617	1654	1763
SMG7	11326	9716	9454	7296	7443	8075
SMG8	2826	2438	2422	2493	2449	2577
SMG9	2510	2199	2055	2072	2202	2298
SMIM1	120	110	100	63	91	87
SMIM10	290	269	249	363	355	380
SMIM10L1	1200	1065	1006	1031	1020	1025
SMIM10L2A	2084	1775	1698	631	635	668
SMIM10L2B	12	9	6	9	8	10
SMIM11A	73	24	24	23	0	24
SMIM11B	456	474	445	414	405	418
SMIM12	1683	1488	1476	1341	1416	1483
SMIM13	1609	1433	1349	1178	1150	1230
SMIM14	9712	8426	7638	5609	6108	5879
SMIM15	3993	3582	3405	2607	2580	2598
SMIM17	80	78	87	65	65	65
SMIM18	2	1	3	2	3	3
SMIM19	1571	1413	1317	1035	1066	1120
SMIM2	4	3	2	4	3	3
SMIM20	1931	1659	1582	1392	1469	1627
SMIM21	3	0	1	1	0	0
SMIM22	1222	978	947	242	279	294
SMIM23	0	0	0	0	0	0
SMIM24	31	31	27	7	3	9
SMIM3	219	199	186	150	171	150
SMIM4	636	522	503	493	540	540
SMIM5	219	174	174	80	104	110
SMIM6	30	21	27	15	18	14
SMIM7	1902	1681	1576	1795	1907	1882
SMIM8	391	314	308	369	394	384
SMIM9	3	1	2	0	1	1
SMKR1	23	28	26	20	16	16
SMLR1	0	0	1	0	0	0
SMN1	1470	1874	1830	1277	828	2919
SMN2	6074	4756	4388	3175	3711	1862
SMNDC1	1835	1588	1505	1008	1143	1075
SMO	0	0	0	0	0	0
SMOC1	0	0	1	1	0	0
SMOC2	0	0	0	0	0	0
SMOX	2910	2555	2547	1020	1063	1082
SMPD1	533	467	386	1326	1288	1385
SMPD2	328	353	289	176	174	185
SMPD3	107	107	90	72	110	79
SMPD4	8185	7156	6787	5656	5967	6043
SMPDL3A	171	167	157	215	221	241
SMPDL3B	1728	1504	1431	488	529	519
SMPX	0	1	1	0	0	1
SMR3A	0	0	0	0	0	0
SMR3B	0	0	0	0	0	0
SMS	9181	8035	7839	3927	3837	4176
SMTN	3317	2933	2828	2594	2698	2820
SMTNL1	1	1	0	4	0	3
SMTNL2	0	0	0	0	0	0
SMU1	3513	3144	3091	2686	2751	2845
SMUG1	1393	1182	1103	1088	1038	1062
SMURF1	8483	7534	7051	3563	3504	3797
SMURF2	15449	13619	12980	14434	14451	15403
SMYD1	0	1	0	0	0	1
SMYD2	1801	1620	1433	1554	1628	1731
SMYD3	1111	970	920	766	656	778
SMYD4	972	901	859	707	735	779
SMYD5	3424	3037	2941	2131	2139	2247
SNAI1	272	254	201	165	172	147
SNAI2	831	802	747	691	659	685
SNAI3	38	39	36	38	35	27
SNAP23	2196	2061	1780	2294	2536	2578
SNAP25	7	7	4	18	12	18
SNAP29	2096	1878	1818	1966	2045	2022
SNAP47	2054	1774	1732	1527	1654	1766
SNAP91	31	19	14	30	23	35
SNAPC1	2978	2585	2422	2739	2814	3032
SNAPC2	632	604	510	531	511	565
SNAPC3	1697	1518	1500	1494	1585	1661
SNAPC4	4015	3610	3316	3125	3302	3286
SNAPC5	576	514	459	471	447	440
SNAPIN	2499	2135	2063	1975	2009	2048
SNCA	55	52	44	302	336	329
SNCAIP	396	354	330	239	213	228
SNCB	0	0	0	0	0	0
SNCG	3026	2761	2383	1122	1134	1219
SND1	10720	9468	9012	7648	7822	8140
SNED1	615	499	496	1143	1191	1315
SNF8	1936	1705	1596	1414	1381	1445
SNHG1	8123	7108	6869	5595	5502	6045
SNHG10	1045	887	856	664	752	697
SNHG11	333	339	288	311	266	311
SNHG12	1072	976	893	642	663	628
SNHG15	2861	2446	2360	1474	1368	1507
SNHG16	6497	5483	5454	6138	6051	6555
SNHG17	2222	1788	1629	1302	1334	1455
SNHG18	1	0	0	0	0	2
SNHG19	1366	1078	1170	910	944	1017
SNHG20	1394	1321	1203	1215	1265	1397
SNHG21	275	227	217	250	236	263
SNHG22	25	15	15	4	7	4
SNHG24	0	0	0	0	0	0
SNHG25	82	56	24	40	61	52
SNHG3	3979	3389	3292	2543	2559	2773
SNHG4	763	780	745	498	501	533
SNHG5	1078	1027	889	736	748	734
SNHG6	4034	3314	3229	2561	2720	2851
SNHG7	3554	3280	3066	2738	2789	3080
SNHG8	4136	3719	3317	2442	2667	2680
SNHG9	363	302	248	251	284	288
SNIP1	1407	1223	1156	1248	1309	1374
SNN	1502	1267	1252	1123	1137	1267
SNORA1	47	35	39	32	24	38
SNORA10	53	58	52	35	46	30
SNORA100	0	0	0	0	0	0
SNORA101A	0	0	0	0	0	0
SNORA101B	1	4	4	4	3	4
SNORA103	12	19	7	5	4	9
SNORA104	8	7	7	7	4	8
SNORA105A	0	0	0	0	0	0
SNORA105B	0	0	0	0	0	0
SNORA105C	0	0	0	0	0	0
SNORA107	0	0	0	0	0	0
SNORA108	0	0	0	0	0	0
SNORA109	4797	4661	3871	5423	6858	5926
SNORA11	5	1	2	8	6	5
SNORA110	0	0	0	0	1	4
SNORA111	0	0	0	0	0	0
SNORA11B	0	0	0	0	1	0
SNORA11C	0	0	0	0	0	0
SNORA11D	0	0	0	0	0	0
SNORA11E	0	0	0	0	0	0
SNORA12	8	4	5	8	1	4
SNORA13	7	11	7	8	9	12
SNORA14A	4	5	4	1	2	1
SNORA14B	29	15	15	12	18	11
SNORA15	16	7	15	14	28	23
SNORA16A	40	51	40	31	40	43
SNORA16B	0	1	3	6	4	7
SNORA17A	0	0	0	0	0	0
SNORA17B	0	0	0	0	0	0
SNORA18	285	265	278	191	191	216
SNORA19	0	2	0	1	1	0
SNORA20	3	7	10	8	5	6
SNORA21	16	6	8	8	12	15
SNORA22	21	18	15	25	18	25
SNORA23	8	2	4	2	2	3
SNORA24	78	58	64	60	48	56
SNORA25	73	75	83	89	77	79
SNORA26	20	25	17	31	22	22
SNORA27	24	17	18	17	13	16
SNORA28	5	10	12	7	6	4
SNORA29	10	7	5	6	4	9
SNORA2A	9	6	8	2	4	5
SNORA2B	5	9	4	7	5	3
SNORA2C	8	9	3	6	3	4
SNORA30	3	0	1	1	1	1
SNORA31	15	7	8	9	6	13
SNORA32	124	123	119	113	95	100
SNORA33	30	23	38	29	31	31
SNORA35	0	0	0	0	0	0
SNORA36A	0	0	0	0	0	0
SNORA36B	1	0	0	0	1	0
SNORA36C	0	0	0	0	0	0
SNORA37	4	0	0	2	1	1
SNORA38	0	1	0	1	0	4
SNORA38B	4	2	3	3	3	2
SNORA3A	25	22	25	13	11	14
SNORA3B	15	9	10	17	19	12
SNORA4	52	60	46	45	36	56
SNORA40	549	448	441	277	258	341
SNORA41	21	18	9	26	17	14
SNORA44	19	16	18	17	10	16
SNORA46	6	15	14	15	11	11
SNORA47	1	0	0	2	1	5
SNORA48	31	30	25	30	31	25
SNORA49	4	4	2	0	4	0
SNORA50A	13	7	9	2	5	0
SNORA50C	116	93	79	31	37	40
SNORA51	28	24	24	27	28	20
SNORA52	29	15	26	24	15	25
SNORA53	10	8	2	7	6	4
SNORA54	1	7	3	0	1	4
SNORA55	24	15	20	33	25	28
SNORA56	0	0	0	0	0	0
SNORA57	59	64	56	72	57	72
SNORA58	12	13	6	8	7	9
SNORA59A	16	6	8	8	6	10
SNORA59B	16	6	8	8	6	10
SNORA5A	14	19	5	10	14	12
SNORA5B	10	12	10	6	10	7
SNORA5C	29	22	20	26	25	22
SNORA6	59	47	53	49	30	52
SNORA60	15	9	8	9	16	8
SNORA61	165	155	125	88	102	104
SNORA62	39	38	38	29	26	28
SNORA63	75	72	66	64	68	61
SNORA64	87	67	67	48	56	54
SNORA65	39	47	44	24	34	29
SNORA66	27	21	21	24	15	21
SNORA67	96	71	63	68	84	86
SNORA68	12	6	17	6	9	11
SNORA69	20	10	17	14	8	18
SNORA70	267	184	257	299	291	301
SNORA70B	0	0	0	0	0	0
SNORA70C	0	0	0	0	0	0
SNORA70D	1	0	0	0	0	0
SNORA70E	0	0	1	0	0	0
SNORA70F	3	4	3	2	0	3
SNORA70G	4	2	2	3	0	0
SNORA71A	29	31	25	18	17	17
SNORA71B	39	41	40	33	47	49
SNORA71C	43	52	39	38	40	35
SNORA71D	2	2	2	1	3	2
SNORA71E	4	1	2	3	4	3
SNORA72	57	39	39	37	16	28
SNORA73B	71	87	75	47	66	66
SNORA74A	2	2	2	1	4	1
SNORA74B	1	0	2	0	2	0
SNORA75	11	5	5	5	9	4
SNORA77	6	8	7	9	7	4
SNORA78	2	5	3	1	7	6
SNORA79	0	1	0	1	2	0
SNORA7A	0	0	0	0	0	0
SNORA7B	2	6	3	3	3	1
SNORA8	252	222	216	178	180	206
SNORA80A	3	0	0	1	0	0
SNORA80B	9	6	4	2	5	4
SNORA80E	3	8	7	2	7	8
SNORA81	67	61	60	56	46	49
SNORA84	14	21	22	6	10	8
SNORA86	0	0	0	0	0	0
SNORA87	0	1	0	0	0	0
SNORA88	0	0	0	0	0	0
SNORA89	0	0	0	0	0	0
SNORA9	63	59	55	41	55	69
SNORA90	0	0	0	0	0	0
SNORA91	2	2	0	3	1	0
SNORA92	34	31	26	18	26	17
SNORA93	1	0	0	1	0	1
SNORA94	4	4	3	1	1	1
SNORA95	0	0	0	0	0	0
SNORA98	0	1	0	0	0	0
SNORA99	0	0	0	0	0	0
SNORD10	32	32	29	41	33	40
SNORD100	15	6	8	6	9	8
SNORD101	16	14	14	13	14	13
SNORD102	31	22	30	20	24	30
SNORD103A	20	12	18	18	18	18
SNORD103B	20	12	18	18	18	18
SNORD103C	2	1	0	0	1	0
SNORD104	171	177	147	153	172	145
SNORD105	0	1	1	0	0	1
SNORD105B	0	0	0	0	0	0
SNORD107	0	0	0	0	0	0
SNORD108	0	0	0	0	0	0
SNORD109A	28	25	28	19	17	24
SNORD109B	28	25	28	19	17	24
SNORD11	17	7	14	18	10	10
SNORD110	84	51	76	71	55	56
SNORD111	0	2	1	1	1	0
SNORD111B	3	4	0	0	0	0
SNORD117	2	0	3	4	3	5
SNORD119	10	4	5	2	2	9
SNORD11B	3	0	2	0	0	2
SNORD12	84	63	62	53	59	68
SNORD121A	5	2	1	1	0	1
SNORD121B	1	3	3	2	4	3
SNORD123	0	0	0	0	0	0
SNORD124	11	6	8	19	18	15
SNORD125	0	0	0	0	0	0
SNORD126	0	0	1	1	1	0
SNORD127	1	3	2	3	3	2
SNORD128	0	0	2	0	0	0
SNORD129	0	0	0	0	0	0
SNORD12B	62	48	43	36	27	36
SNORD12C	10	5	10	3	9	10
SNORD130	0	0	0	0	0	0
SNORD131	1	0	1	3	3	3
SNORD132	0	0	1	1	0	2
SNORD133	12	13	13	13	11	8
SNORD134	32	32	32	7	1	8
SNORD135	2	2	3	1	1	3
SNORD136	8	9	6	5	3	6
SNORD137	5	0	6	3	8	1
SNORD139	62	47	55	38	62	60
SNORD140	0	0	0	0	0	0
SNORD141A	0	0	0	0	0	0
SNORD141B	0	0	0	0	0	0
SNORD142	13	6	8	8	7	8
SNORD143	49	56	34	41	40	47
SNORD144	26	28	20	17	18	16
SNORD15A	16	14	10	10	12	9
SNORD15B	13	13	12	10	5	6
SNORD16	35	27	30	14	22	23
SNORD17	214	189	200	103	110	123
SNORD18A	10	10	7	7	8	10
SNORD18B	21	9	9	5	12	15
SNORD18C	83	70	61	56	59	42
SNORD19	10	8	8	10	6	7
SNORD19B	59	40	51	35	36	37
SNORD1A	16	20	22	16	28	18
SNORD1B	5	6	5	11	10	6
SNORD1C	29	14	23	34	31	36
SNORD2	71	50	61	66	53	48
SNORD20	8	6	5	5	1	10
SNORD21	6	6	10	9	5	4
SNORD22	257	205	192	192	173	197
SNORD23	60	46	53	33	31	26
SNORD24	19	13	15	19	8	19
SNORD25	176	168	152	125	119	127
SNORD26	101	87	75	51	70	65
SNORD27	61	66	59	66	50	57
SNORD28	100	70	87	93	87	91
SNORD29	119	99	98	89	78	82
SNORD30	70	56	50	51	53	61
SNORD31	147	123	126	141	167	162
SNORD32A	34	32	27	23	27	22
SNORD32B	0	0	0	0	0	0
SNORD33	14	8	11	4	4	9
SNORD34	9	8	6	7	5	7
SNORD35A	24	22	23	18	19	24
SNORD35B	29	37	20	19	22	34
SNORD36A	443	388	366	291	284	339
SNORD36B	22	26	19	22	26	22
SNORD36C	87	64	59	73	87	65
SNORD37	3	3	4	1	4	0
SNORD38A	14	8	12	9	13	17
SNORD38B	54	40	38	21	45	41
SNORD41	0	1	3	1	0	1
SNORD42A	12	16	12	3	18	9
SNORD42B	11	11	7	10	9	18
SNORD43	12	23	15	10	10	12
SNORD44	118	106	114	82	85	81
SNORD45A	29	25	26	34	27	42
SNORD45B	28	43	44	31	41	31
SNORD45C	38	44	50	27	38	25
SNORD46	13	18	17	6	12	15
SNORD47	466	366	362	355	303	343
SNORD48	32	26	20	27	30	24
SNORD49A	14	15	10	13	14	19
SNORD49B	3	1	3	1	1	1
SNORD4A	63	52	40	41	46	58
SNORD4B	17	17	24	11	9	20
SNORD5	106	96	107	96	72	106
SNORD50A	5	3	7	5	6	3
SNORD50B	38	31	31	28	35	23
SNORD51	11	12	6	3	10	8
SNORD52	58	62	49	47	50	51
SNORD53	6	2	1	0	1	0
SNORD54	22	16	23	19	24	19
SNORD55	39	35	54	32	50	33
SNORD56	34	38	21	30	38	36
SNORD56B	0	0	0	0	0	0
SNORD57	39	29	35	31	44	29
SNORD58A	48	37	32	34	27	33
SNORD58B	0	0	0	0	0	0
SNORD58C	12	15	11	8	8	10
SNORD59A	25	14	12	7	20	18
SNORD59B	3	5	4	4	5	7
SNORD6	33	26	23	20	14	15
